Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,9,004,4,Afghanistan,0,67,-,-,67,0.23,0.19,0.01
ALB,9,008,8,Albania,0,0,-,-,0,0.00,0.00,0.00
DZA,9,012,12,Algeria,0,133,-,-,133,0.37,0.39,0.02
AGO,9,024,24,Angola,0,64,-,-,64,0.27,0.21,0.02
AZE,9,031,31,Azerbaijan,0,26,-,-,26,0.29,0.37,0.02
ARG,9,032,32,Argentina,0,67,-,-,67,0.17,0.21,0.01
AUS,9,036,36,Australia,0,60,-,-,60,0.28,0.39,0.02
AUT,9,040,40,Austria,0,11,-,-,11,0.15,0.24,0.01
BHS,9,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,9,048,48,Bahrain,0,3,-,-,3,0.13,0.21,0.01
BGD,9,050,50,Bangladesh,0,394,-,-,394,0.26,0.31,0.01
ARM,9,051,51,Armenia,0,1,-,-,1,0.03,0.05,0.00
BRB,9,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,9,056,56,Belgium,0,10,-,-,10,0.11,0.16,0.01
BTN,9,064,64,Bhutan,0,2,-,-,2,0.27,0.33,0.02
BOL,9,068,68,Bolivia (Plurinational State of),0,2,-,-,2,0.02,0.02,0.00
BIH,9,070,70,Bosnia Herzegovina,0,9,-,-,9,0.32,0.54,0.02
BWA,9,072,72,Botswana,0,6,-,-,6,0.29,0.30,0.02
BRA,9,076,76,Brazil,0,552,-,-,552,0.28,0.38,0.02
BLZ,9,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,9,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,9,096,96,Brunei Darussalam,0,5,-,-,5,1.1,1.6,0.07
BGR,9,100,100,Bulgaria,0,15,-,-,15,0.25,0.44,0.02
MMR,9,104,104,Myanmar,0,113,-,-,113,0.24,0.28,0.01
BDI,9,108,108,Burundi,0,14,-,-,14,0.16,0.12,0.01
BLR,9,112,112,Belarus,0,18,-,-,18,0.20,0.34,0.01
KHM,9,116,116,Cambodia,0,22,-,-,22,0.16,0.16,0.01
CMR,9,120,120,Cameroon,0,40,-,-,40,0.20,0.16,0.01
CAN,9,124,124,Canada,0,138,-,-,138,0.44,0.66,0.03
CPV,9,132,132,Cape Verde,0,0,-,-,0,0.00,0.00,0.00
CAF,9,140,140,Central African Republic,0,14,-,-,14,0.40,0.32,0.02
LKA,9,144,144,Sri Lanka,0,33,-,-,33,0.20,0.24,0.01
TCD,9,148,148,Chad,0,19,-,-,19,0.18,0.12,0.01
CHL,9,152,152,Chile,0,34,-,-,34,0.20,0.28,0.01
CHN,9,156,160,China,0,3188,-,-,3188,0.27,0.40,0.02
COL,9,170,170,Colombia,0,113,-,-,113,0.25,0.32,0.01
COM,9,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,9,178,178,"Congo, Republic of",0,11,-,-,11,0.27,0.22,0.01
COD,9,180,180,"Congo, Democratic Republic of",0,176,-,-,176,0.28,0.21,0.02
