Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,9,004,4,Afghanistan,0,41,-,-,41,0.14,0.13,0.01
ALB,9,008,8,Albania,0,0,-,-,0,0.00,0.00,0.00
DZA,9,012,12,Algeria,0,50,-,-,50,0.20,0.18,0.01
AGO,9,024,24,Angola,0,37,-,-,37,0.17,0.13,0.01
AZE,9,031,31,Azerbaijan,0,4,-,-,4,0.07,0.07,0.00
ARG,9,032,32,Argentina,0,20,-,-,20,0.06,0.08,0.00
AUS,9,036,36,Australia,0,21,-,-,21,0.12,0.18,0.01
AUT,9,040,40,Austria,0,1,-,-,1,0.02,0.03,0.00
BHS,9,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,9,048,48,Bahrain,0,0,-,-,0,0.00,0.00,0.00
BGD,9,050,50,Bangladesh,0,231,-,-,231,0.19,0.22,0.01
ARM,9,051,51,Armenia,0,0,-,-,0,0.00,0.00,0.00
BRB,9,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,9,056,56,Belgium,0,2,-,-,2,0.03,0.04,0.00
BTN,9,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,9,068,68,Bolivia (Plurinational State of),0,0,-,-,0,0.00,0.00,0.00
BIH,9,070,70,Bosnia Herzegovina,0,1,-,-,1,0.05,0.08,0.00
BWA,9,072,72,Botswana,0,2,-,-,2,0.11,0.12,0.01
BRA,9,076,76,Brazil,0,180,-,-,180,0.11,0.16,0.01
BLZ,9,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,9,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,9,096,96,Brunei Darussalam,0,0,-,-,0,0.00,0.00,0.00
BGR,9,100,100,Bulgaria,0,1,-,-,1,0.02,0.04,0.00
MMR,9,104,104,Myanmar,0,44,-,-,44,0.11,0.14,0.01
BDI,9,108,108,Burundi,0,6,-,-,6,0.07,0.06,0.00
BLR,9,112,112,Belarus,0,4,-,-,4,0.05,0.10,0.00
KHM,9,116,116,Cambodia,0,6,-,-,6,0.05,0.05,0.00
CMR,9,120,120,Cameroon,0,22,-,-,22,0.11,0.10,0.01
CAN,9,124,124,Canada,0,31,-,-,31,0.12,0.20,0.01
CPV,9,132,132,Cape Verde,0,0,-,-,0,0.00,0.00,0.00
CAF,9,140,140,Central African Republic,0,9,-,-,9,0.26,0.23,0.01
LKA,9,144,144,Sri Lanka,0,13,-,-,13,0.11,0.12,0.00
TCD,9,148,148,Chad,0,0,-,-,0,0.00,0.00,0.00
CHL,9,152,152,Chile,0,7,-,-,7,0.05,0.08,0.00
CHN,9,156,160,China,0,858,-,-,858,0.10,0.15,0.00
COL,9,170,170,Colombia,0,44,-,-,44,0.12,0.16,0.01
COM,9,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,9,178,178,"Congo, Republic of",0,6,-,-,6,0.16,0.14,0.01
COD,9,180,180,"Congo, Democratic Republic of",0,108,-,-,108,0.18,0.15,0.01
CRI,9,188,188,Costa Rica,0,1,-,-,1,0.02,0.04,0.00
HRV,9,191,191,Croatia,0,1,-,-,1,0.04,0.07,0.00
CUB,9,192,192,Cuba,0,3,-,-,3,0.05,0.07,0.00
CYP,9,196,196,Cyprus,0,0,-,-,0,0.00,0.00,0.00
CZE,9,203,203,Czechia,0,0,-,-,0,0.00,0.00,0.00
BEN,9,204,204,Benin,0,0,-,-,0,0.00,0.00,0.00
DNK,9,208,208,Denmark,0,0,-,-,0,0.00,0.00,0.00
DOM,9,214,214,Dominican Republic,0,1,-,-,1,0.01,0.02,0.00
ECU,9,218,218,Ecuador,0,9,-,-,9,0.07,0.08,0.00
SLV,9,222,222,El Salvador,0,3,-,-,3,0.06,0.08,0.00
GNQ,9,226,226,Equatorial Guinea,0,3,-,-,3,0.22,0.26,0.01
ETH,9,231,231,Ethiopia,0,335,-,-,335,0.39,0.37,0.02
ERI,9,232,232,Eritrea,0,5,-,-,5,0.20,0.18,0.01
EST,9,233,233,Estonia,0,0,-,-,0,0.00,0.00,0.00
FJI,9,242,242,Fiji,0,0,-,-,0,0.00,0.00,0.00
FIN,9,246,246,Finland,0,0,-,-,0,0.00,0.00,0.00
FRA,9,250,250,France (metropolitan),0,15,-,-,15,0.04,0.06,0.00
GUF,9,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,9,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,9,262,262,Djibouti,0,4,-,-,4,0.52,0.62,0.02
GAB,9,266,266,Gabon,0,2,-,-,2,0.10,0.12,0.01
GEO,9,268,268,Georgia,0,1,-,-,1,0.03,0.06,0.00
GMB,9,270,270,The Republic of the Gambia,0,4,-,-,4,0.23,0.20,0.01
PSE,9,275,275,Gaza Strip and West Bank,0,3,-,-,3,0.07,0.08,0.00
DEU,9,276,276,Germany,0,10,-,-,10,0.02,0.03,0.00
GHA,9,288,288,Ghana,0,30,-,-,30,0.13,0.13,0.01
GRC,9,300,300,Greece,0,0,-,-,0,0.00,0.00,0.00
GLP,9,312,312,"France, Guadeloupe",0,0,-,-,0,0.00,0.00,0.00
GUM,9,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,9,320,320,Guatemala,0,1,-,-,1,0.01,0.01,0.00
GIN,9,324,324,Guinea,0,13,-,-,13,0.13,0.12,0.01
GUY,9,328,328,Guyana,0,0,-,-,0,0.00,0.00,0.00
HTI,9,332,332,Haiti,0,3,-,-,3,0.04,0.04,0.00
HND,9,340,340,Honduras,0,10,-,-,10,0.12,0.15,0.01
HUN,9,348,348,Hungary,0,1,-,-,1,0.02,0.03,0.00
ISL,9,352,352,Iceland,0,0,-,-,0,0.00,0.00,0.00
IND,9,356,356,India,0,1152,-,-,1152,0.11,0.14,0.00
IDN,9,360,360,Indonesia,0,140,-,-,140,0.08,0.09,0.00
IRN,9,364,364,"Iran, Islamic Republic of",0,54,-,-,54,0.08,0.12,0.00
IRQ,9,368,368,Iraq,0,27,-,-,27,0.09,0.09,0.00
IRL,9,372,372,Ireland,0,0,-,-,0,0.00,0.00,0.00
ISR,9,376,376,Israel,0,1,-,-,1,0.02,0.02,0.00
ITA,9,380,380,Italy,0,8,-,-,8,0.02,0.04,0.00
CIV,9,384,384,"Côte d'Ivoire",0,22,-,-,22,0.12,0.10,0.01
